mtime,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22
None,487773,426566,208520,290743,445837,463744,310417,244561,472871,319293,372435,272346,208631,461810,223948,214510,73469,197098,47632,31489,3245,20420,484527
None,356194,62746,437728,97501,478065,381616,42272,12315,462970,178458,461409,83599,495161,243630,196400,341676,427844,402518,357472,35638,392873,152466,28197
None,378059,239134,273283,180157,109243,284884,16017,43825,149643,398856,498670,129978,303157,312113,494327,126914,317990,391101,254729,413582,280517,130205,313294
None,413598,271225,198731,179994,490740,127459,306906,91185,495961,378802,27859,406591,141868,49576,279476,367525,73998,274591,95005,28444,34009,173594,101024
None,363431,486330,220186,445587,156435,403953,73377,345264,448790,188460,411432,33265,26672,281824,114840,389041,392368,426204,186828,355287,320363,86953,57183
None,96738,408641,154387,241090,95478,198436,298880,464609,85806,252167,66834,34828,59219,248736,395021,247676,155291,49942,56385,32583,5383,449529,36109
None,90031,208798,410872,132030,288779,227526,331961,425934,260261,471552,342529,14609,474548,420657,305844,51013,287078,471486,82433,69398,55416,225345,6987
None,76468,456425,345069,375022,473568,108489,38738,286052,232808,35879,312823,59072,130834,335679,489402,161968,217541,418707,104560,7379,400949,190097,33473
None,69163,44372,164858,372986,390837,104370,375229,103808,445348,294332,304459,58455,126147,320223,323570,416170,206292,49320,320030,443277,23064,421470,377419
None,395750,125123,469886,489074,66539,146241,417859,138013,187730,435634,184434,476269,303571,188711,26890,250889,292734,183408,181117,194443,334993,293235,281247
None,427214,80684,26779,328073,421198,36719,37428,6104,303739,90342,430928,95887,203241,340235,232315,217217,159691,14750,399739,462484,359476,153685,48999
None,247826,450944,457577,163814,24471,357943,447147,345959,61030,427663,347608,115702,355563,493883,11375,221593,204007,177072,245473,77622,410743,444100,377301
None,442453,140913,284425,460726,2706,175447,326929,334410,404967,31019,474471,332563,356511,158187,255868,394098,199504,382592,347509,344602,13025,236995,453023
None,472910,226098,173802,38312,425246,33851,118675,181337,377591,211246,127631,305722,64352,292383,182183,77958,17304,63756,284048,10356,104224,277739,205102
None,110671,123626,86368,246638,188082,86789,11170,40699,271042,279320,14755,496050,174872,199729,330749,59202,262510,415375,10409,330519,457742,16951,213726
None,467123,229906,422392,292109,310237,473567,54072,487079,418846,103031,425612,68144,233649,493378,373446,400866,125387,221583,369882,137580,29421,25910,144672
None,340738,114041,251520,215332,387430,249306,64235,447915,302861,68903,146177,490009,65589,301300,423422,199847,133469,464514,453293,282158,254160,353982,326980
None,20127,266776,457988,63884,375057,352231,127794,345597,172121,352213,430894,151184,84485,29792,482872,303783,319355,11102,65298,221818,67563,31846,480671
None,238960,81501,266495,280000,321417,122493,402244,475685,292256,190870,97740,232934,302791,163502,4893,438111,129036,376817,277242,291958,455388,305325,104208
None,430776,323238,100090,271215,293826,399762,16365,343793,50600,6864,369137,183674,387931,336897,11136,11272,203174,233400,492733,456442,150080,404576,404391
None,68465,143404,459881,480969,186513,359649,185587,239857,296323,230128,250501,66243,147268,38954,245253,44377,485218,29758,336099,242888,76641,101827,322358
None,436422,107097,161746,238254,490648,262547,199353,445365,50191,460110,87299,386805,263139,396780,487807,35441,265936,274183,163660,218185,90960,376835,36408
None,232862,137043,129010,471257,452151,73553,275920,179265,224306,488200,59363,351350,361396,417369,130748,457912,215985,494365,474898,404430,116221,319700,431389
None,461338,139413,167009,157932,231786,34229,456333,75484,40793,495032,37851,497976,312009,13446,271580,4277,227078,101298,348313,307520,167061,323822,451572
None,441532,15232,222625,58021,152621,135356,218472,425505,282301,309403,313086,478492,241758,389052,411495,220254,443133,256181,342997,114421,174233,60961,310353
None,224925,415497,485823,222344,29452,354154,28772,255302,89658,421401,406868,221946,231150,485948,290213,239848,341896,248873,499901,101268,421235,435776,461943
None,53932,423762,202099,364194,77234,354316,85886,425195,159931,287877,18655,432660,98859,303225,116026,117345,244828,363002,204301,31312,4325,470880,78454
None,266389,6029,172363,458697,147049,74166,211448,338281,304864,25320,395259,498335,129171,103087,246107,338446,269713,213780,25599,458456,30716,420746,195359
None,174714,162338,427840,372074,64981,289617,358327,153761,251556,66439,21437,56545,229099,35045,491922,444875,417597,391970,211653,89289,482669,479528,120637
None,240455,62147,218894,433468,217606,442086,171259,312967,298239,422319,436685,165071,422906,495840,352237,60450,358725,412799,35076,224210,333012,42040,266911
None,244279,294106,237313,293964,8400,237465,351118,211783,433916,361413,346279,184891,153332,155533,434832,1339,165136,293264,151406,151171,170095,421224,335259
None,315683,76995,98484,244989,177923,88724,268182,367512,114423,485599,4675,440107,126399,302889,117159,301595,254700,33905,243369,182649,237654,244942,246921
None,251734,290127,171963,320488,325033,7603,462842,317089,391278,454858,240037,176271,287370,334790,160858,491189,224465,7626,218094,379046,34271,233727,328622
None,164046,354713,16236,23426,185765,125517,107995,476116,38358,80921,158872,285607,366079,219177,52764,119379,454756,113712,354662,281065,100358,297049,221364
None,334720,2109,302607,459476,269726,306536,460194,160142,119124,442577,28575,64333,101819,267673,495216,277878,95190,137894,358205,79976,445180,399323,108947
None,211917,467564,211105,75315,56261,288569,243718,196872,99694,92299,111937,312649,168633,136585,257899,283531,216779,310755,207794,385214,262057,264568,481688
None,9266,329519,786,415881,49054,83867,154903,107478,196028,233138,327794,303630,234586,44176,423543,205018,300720,238199,88331,280959,409993,490733,83332
None,163039,71278,212911,175053,190507,86086,489406,89793,420654,191981,352390,223595,439436,7700,69783,416671,289610,406139,376282,202375,169024,339887,485007
None,483025,211478,68964,345249,412239,228032,468582,73872,51997,387604,44655,218470,161038,482340,54177,225529,294476,361635,494486,218057,37397,197969,94120
None,65443,383985,138775,76866,475096,318406,39614,214467,171293,349708,93436,476641,317346,292504,275560,185261,215213,264410,161449,302972,52589,266938,69338
None,257623,111192,476156,190100,484311,197467,103371,471209,217930,431350,1413,405224,171930,396939,69606,397156,165544,176588,263132,235357,276656,68302,266313
None,299990,6407,350576,60261,193309,85819,449368,170814,300060,394920,151994,456428,378886,127033,34575,92163,327470,145169,326127,457156,461333,491628,99802
None,180177,37616,437376,297037,106160,78971,194586,381567,4686,89228,351003,480905,255353,166485,398699,234635,307715,478080,372704,465199,384494,69772,414192
None,246067,55237,351467,382923,464000,1880,72183,70258,269879,246795,135252,445872,280923,408162,158873,303858,416838,160828,425617,360699,436431,72567,485477
None,217095,54172,350858,171954,287731,49196,252369,15097,147335,453082,399157,105188,117216,324403,356425,323910,213094,215853,67487,242319,31853,162229,336411
None,386507,2955,385638,353045,490285,325059,91990,317788,463077,91792,342458,311793,32758,42715,376891,29016,479656,272337,355533,258407,382626,158270,406282
None,212614,202423,163983,55462,350229,462837,111199,157088,393689,189010,206378,31435,389753,30161,27130,179689,467475,320574,73672,328302,66801,401735,111882
None,283392,108093,437382,127502,35494,180500,305057,327925,303609,464380,310579,24151,313103,26264,1145,428238,362743,102667,233033,190542,476715,326699,455324
None,134183,135315,422584,421348,263753,336126,222894,65258,42430,394659,433242,46026,70296,59997,113153,417966,391284,394463,410147,155456,329666,229968,34669
None,210817,222637,172490,352248,329045,260273,100703,381794,173694,180446,297315,38118,480474,322266,375083,369053,105065,320245,178617,173665,53267,333462,65729
None,251396,406651,450270,53651,266248,450136,132550,29679,153590,453207,196351,39776,423431,201,238939,270110,230178,404629,199970,74991,140937,496740,351901
None,394462,318714,89659,249825,426886,267071,111656,284779,370451,300893,132773,150586,23075,170426,198677,156030,235222,177384,275357,157960,405441,284993,194089
None,33003,149424,235156,229766,8472,102248,151930,51547,154218,2385,215800,367317,62327,343889,420493,347388,441519,82352,459674,169858,38146,111386,343862
None,146091,249023,182505,134966,133665,139565,368426,489454,463323,154739,336762,249965,348945,352737,462479,479408,210560,451315,443357,208341,176222,305098,334805
None,48804,202051,162445,29991,205428,488684,81338,147698,194114,206283,23379,208054,284113,496894,59351,288108,72180,397875,114078,155776,381738,480032,483201
None,259248,427428,360844,437595,125895,90060,51587,98167,30405,491895,67661,439936,130921,485615,41538,232955,41930,270048,308457,177078,372535,174608,454736
None,447494,233245,298736,163857,289580,355157,469004,99155,287057,462316,434072,471382,2404,473205,122927,135687,78799,13656,146214,52133,413836,209622,432203
None,181849,224983,124898,421985,289687,84438,50913,344613,31403,163839,62680,243334,266180,102478,424376,333990,243813,54530,311335,131426,152332,342718,298285
None,251876,346071,211361,212486,42930,83631,301173,112504,12835,183243,310627,242534,410905,191169,482754,122714,173630,446251,293755,358760,266773,40363,389139
None,6071,157581,263743,352173,309929,462796,267156,60853,33693,305221,399431,481388,197936,215892,168635,478462,349370,293101,481059,292157,461333,410510,93737
None,300139,379764,51167,26472,183757,6654,139936,312219,131817,152930,423869,415203,164024,391813,432941,342355,436501,465574,195458,371910,87145,62148,479392
None,325243,200977,183458,479255,11763,325766,78358,64454,482062,353726,85166,315295,351280,88212,465375,180361,60428,94271,96724,283470,498048,77161,93068
None,192831,436438,355985,30328,356081,83737,82158,87851,388152,454385,169473,99298,40575,253865,475945,136407,160428,98400,181437,486616,121500,454825,342085
None,192323,10330,156701,471667,227112,297487,101959,484022,353162,58111,189068,214318,328531,310998,377221,90638,261388,107634,304680,364610,3495,251473,43281
None,41566,428117,493096,420676,133399,451317,87413,436204,258965,168268,130492,420078,465073,368689,382378,358184,494827,282809,188564,2579,231940,306587,283917
None,185173,162643,32528,146889,37247,461091,476647,29912,338036,413621,393414,61304,22392,299075,274841,393562,379265,214855,70083,380994,234786,482,301440
None,479552,55240,128091,207451,108289,48818,111764,278239,131989,155507,164092,332798,299408,456869,247246,351540,105765,485109,469769,475748,411443,489626,101926
None,439028,47134,424881,305649,98925,374231,268036,458115,250742,465680,216281,258043,342021,5979,233258,151419,264452,466050,75554,359491,493674,104624,477787
None,149342,323229,80920,485086,473327,422297,58475,156890,119033,486704,386600,152443,250827,358264,347244,430713,280058,126084,486559,249375,88555,440376,168069
None,407043,218754,444105,144535,247538,425307,105610,120870,286329,358925,139903,128015,378861,100426,157891,65543,115624,269164,497942,440558,256799,148350,421599
None,42763,434619,57532,69600,311275,486755,173112,458094,223578,9933,86449,161201,331911,81199,465677,87487,24704,24625,476800,253491,59894,159152,200437
None,109948,20467,367190,123395,238560,368549,116092,472899,331695,337914,403858,233801,188926,391530,422587,286202,206496,97681,372909,201955,145651,351171,128514
None,186977,308457,404449,12167,236832,267638,297094,134847,271125,311028,372419,487120,125994,262493,453357,341024,5089,219339,311010,131077,54739,197426,420847
None,20116,423114,365877,411766,366558,234729,210235,212045,67564,412411,294273,435549,254520,236832,309326,362750,140849,283484,189835,368371,227067,252487,308442
None,58985,100186,393978,394739,33538,30864,144051,107643,327014,275609,183484,26904,8725,301067,327051,12735,203043,304466,383367,33461,418887,321852,169442
None,354800,362703,254852,170471,151353,257519,331087,454077,441901,168337,390596,267621,292401,310257,142995,184531,227566,186314,352488,263701,193842,87995,50227
None,257035,415474,337461,400674,319715,211976,444681,145623,46322,147865,192083,365480,367747,32259,350757,432344,260198,429115,395956,293571,168631,455687,150187
None,68069,218496,379591,309812,309746,389536,330469,144528,432185,142658,47158,397034,486482,96524,319990,284805,28906,456436,454262,317418,455474,409384,489373
None,430942,175520,478885,406548,298388,293374,352467,217129,166816,247549,3710,276848,159771,216473,106469,65718,148220,118818,3060,289035,208952,302153,264381
None,227488,288495,272653,356700,452070,123602,63731,166367,285559,253269,290014,310588,330475,134535,470006,187753,2180,45601,46769,186924,149564,68558,283047
None,417775,79117,161016,345553,403788,22344,502,79038,371869,452155,293192,375690,297067,57487,382682,111881,86166,348913,290715,45907,488830,222851,471691
None,288130,137208,277319,73730,75733,73145,446320,201419,295010,179891,158484,387466,123609,144513,12070,483970,208864,410041,450490,15783,141776,305628,354560
None,284090,428037,46185,217007,29182,282705,171153,310839,122398,147079,349777,417045,498310,119325,99365,247645,184191,317419,284672,85916,401755,382993,170747
None,492925,56940,315778,346842,350834,396702,189559,483395,10045,386306,188477,412153,89501,339632,441103,144045,226447,459307,422546,460801,240372,333226,300155
None,159016,294547,287528,316606,17740,92604,59226,161729,268259,136457,84277,494099,399238,299848,292578,167114,231107,200158,200189,466612,133982,176956,357941
None,460220,356649,395210,252423,824,240389,112134,474415,479608,365528,322815,361981,247904,420353,496168,241225,153184,340124,454026,232536,182697,187475,149472
None,280941,16498,360083,52735,320162,15382,418465,369927,117697,75950,69831,351721,112137,5683,82312,92087,355283,358875,348531,24826,12189,199715,303557
None,103677,406531,190696,284465,396861,103589,332411,226318,275430,161173,351855,13047,195638,224757,143852,33134,128778,256062,21523,336837,76238,493047,162860
None,13909,489769,152449,352110,89331,287283,290128,312088,85836,257378,351015,342632,417630,119528,413919,405120,117961,212958,381267,379859,199361,112380,2651
None,68981,391730,117720,326191,5131,323227,183692,242569,15291,282868,467505,257523,217048,380355,107170,293802,450727,379645,205490,419341,169142,277351,70498
None,337795,439405,406985,274850,107697,401827,447586,263676,399236,417664,436844,411249,240504,271551,162769,178924,466313,98595,157550,86131,194912,320691,200459
None,175456,320225,455512,211250,20155,290569,322488,175607,366858,319362,322173,363688,45747,341709,90203,437088,244336,287887,9944,401825,366157,350557,459115
None,163527,77870,370131,404784,311909,13494,125157,322694,468992,84638,123711,135774,327005,195380,361251,287732,368305,403066,338568,347523,415906,242970,89772
None,349647,5558,59906,76607,31310,296118,276338,313847,49260,245795,12781,212244,107173,426864,407317,238815,35669,421821,235346,404285,28861,42622,234339
None,140923,199250,4671,158908,267209,385185,53061,310436,253601,205908,310395,233702,40305,143385,456472,257627,205280,114118,463791,53407,462258,352427,297534
None,402470,22659,390136,427555,19328,271606,21850,431066,315037,106213,256638,14212,174398,121626,108088,158472,229186,452608,127761,87712,359829,331735,495716
None,57143,418920,58065,393082,283541,334152,233365,467083,194244,467436,89141,476358,12857,96645,133917,278422,478093,251748,50886,369415,228582,376556,4046
None,368874,159615,92933,26050,136407,125171,433239,225149,277734,82908,88200,89409,133866,342559,25238,36767,95305,263106,288245,326174,307602,313500,396704
None,467585,240869,131616,360540,271467,44945,465262,220468,471186,298549,448423,161306,398584,421230,301210,498904,218218,97107,383965,39398,275821,204430,441867
None,414348,16964,431440,283093,37062,458781,363800,421097,16761,197374,443854,26372,237570,402043,18627,64548,45971,368242,431227,437236,357543,485162,389866
None,231757,444132,397333,5638,177042,480849,274902,86466,448280,66589,344276,137672,143254,118183,130189,339155,361854,210321,413961,305811,467652,150522,153864
None,68702,140822,142567,364391,65481,74596,270897,462276,369523,451165,142831,114153,404670,311630,465627,279615,35924,469704,342464,156394,273430,358239,478340
None,434586,455180,114586,436888,84291,10075,201381,78083,293803,18793,165831,128029,316209,289611,388392,403436,33186,321040,266214,197198,453271,155934,286827
None,360695,463732,118236,278976,181693,278122,399465,338687,369711,235687,87111,371948,357046,90219,451707,63695,161567,328254,372355,60014,236079,359810,35708
None,463731,423622,166756,259986,285572,318357,177081,48927,482894,67967,10716,499489,207875,16188,281362,408902,486863,400261,286255,466225,146577,66172,428944
None,276361,215263,166135,93648,134487,43070,195214,113373,87957,103941,435396,432158,166647,141460,268417,75671,261374,239874,400223,221506,13069,67966,4094
None,80313,249493,318561,366323,295596,327311,371585,290576,112061,113506,216851,433572,243746,303767,349698,11759,43403,345941,393059,376890,408217,288155,424300
None,165595,476095,256108,21807,206637,202677,182994,47087,265120,88941,289131,145922,342206,446551,299787,75799,455230,37216,355986,424508,385416,449575,433461
None,403276,202163,421671,316349,290026,107501,364052,425650,475816,263316,296145,335592,272607,433250,280673,444450,376974,115877,47154,58398,302840,305849,412097
None,258323,81062,414199,99548,249991,493411,117789,326272,156059,379411,285895,313614,432079,380704,131872,61886,444379,386596,211623,68999,245506,14729,54850
None,334104,284743,207557,128251,128493,155099,8610,313501,59416,473729,233513,457270,26927,138171,143535,248459,390330,460066,55943,87555,108622,256449,437410
None,109459,343877,47019,67412,93480,271191,308424,411046,443864,3068,286851,444104,139995,157250,215922,307310,65078,83960,271453,463550,232871,103323,477890
None,227502,244291,28628,241551,285704,107769,58724,241590,137232,481871,38321,282338,151918,84761,465646,330979,245484,162657,440876,60536,294500,359817,499138
None,69979,313258,235120,486471,146978,117254,200978,437716,141006,342662,164386,197028,492385,138764,317786,499604,222940,111206,151671,85604,343564,164152,385027
None,93754,319106,97673,242638,92506,329324,61669,168786,140673,226946,469584,431236,303948,20805,198628,316428,468442,405395,266104,376390,189387,173870,441298
None,469838,239369,377068,386646,417500,196839,34202,136055,169986,429328,472259,127158,475901,469200,50313,48039,369669,332992,105533,233765,438259,430408,441082
None,215491,459033,474464,2318,36508,230756,117876,63404,303169,491620,284465,277099,152739,195009,30159,404302,269659,18272,76880,192589,464858,343319,488652
None,93738,384627,2224,140667,413951,38789,97729,230669,274146,147830,319741,199652,326866,422184,406082,235318,54513,78804,297291,224735,192780,437623,411055
None,176181,202421,306564,286649,373211,443830,284261,320299,354997,11058,12774,73795,313595,167337,260042,252209,339041,309322,105097,442905,320336,486550,471263
None,423738,449233,76221,160533,433645,247922,261435,142529,428145,329178,274828,130388,299143,173358,331188,459844,128235,291850,39465,237053,222122,490294,362815
None,230471,286538,767,123345,485942,218589,411877,65481,125743,32926,245376,85291,365595,372179,343671,11005,139618,435310,114272,495408,451097,377911,452928
None,161166,343848,137237,95837,459704,134840,351540,74903,353758,181128,335967,392745,441739,23958,165649,330185,23405,396807,366516,187383,370247,28688,24759
None,9871,128110,350578,313751,186691,155192,200833,463235,19862,235558,70629,77624,136777,77866,194966,334628,213505,235381,195529,173565,426726,175469,157652
None,138727,365750,64854,347018,90828,276056,227330,475437,323807,456156,108848,101254,499281,476604,456609,178047,428774,24396,127682,334931,303335,120418,371687
None,237400,428924,205806,275929,17776,30622,66202,285356,91583,148506,260087,302747,75014,363280,192331,25952,331568,439060,154074,391657,379988,274958,224932
None,143190,34268,87698,179990,448172,285049,102337,481598,348818,125436,389934,188637,188592,409717,96519,114708,497440,286877,382577,126069,48457,355322,415329
None,175497,286706,308806,54078,442823,391014,320730,493426,284846,391650,66141,318736,96955,119389,366561,331082,401982,66707,306265,273806,435418,370243,437731
None,69628,333029,452986,274544,447746,401620,178708,242395,464906,482538,366604,280279,246781,356068,414403,288863,91591,138668,173047,414893,181679,171574,41614
None,493563,455288,332446,465786,185735,107740,453502,177346,311553,132188,195198,406316,484906,157885,464476,342399,233731,196493,209810,203356,331392,61187,127934
None,216304,5815,26343,247870,319127,278719,159194,155354,295562,407440,371392,18106,5061,31888,256014,243128,487928,214504,46799,414393,255962,281562,294970
None,88955,357707,151802,144988,445896,37988,396664,46119,173736,217995,45150,360919,17420,407393,182595,24298,26647,226317,357464,146071,211323,187315,324844
None,3995,472901,428938,356706,278043,365392,449290,325505,490449,225409,330857,321534,110567,149913,483715,382523,307138,89995,325440,437299,289685,350620,113890
None,479342,439378,165362,304357,193457,252247,93535,316546,489033,261711,79819,372898,471334,266805,153013,126609,120197,118313,258300,84922,384772,144861,489739
None,445798,86610,352382,401490,113360,181130,232156,183003,235748,405306,18637,145411,451214,189196,119401,344258,304748,178255,19842,375115,98025,274856,377064
None,167693,203861,339019,18431,129319,158235,69250,274738,401248,154579,213764,330447,176897,482279,194826,138558,32397,24150,320315,239871,104435,34892,283698
None,348217,94868,148073,103820,334190,396730,298725,101409,42963,20639,79475,31245,453376,331815,110445,254472,422398,3650,274816,152807,138146,372793,374697
None,171076,62387,225811,415706,304851,341824,212273,32437,406345,168816,313894,456837,157336,353143,235427,302222,139469,140215,488028,443017,157071,484163,323179
None,91408,30195,22876,118010,174484,131261,110947,475482,31421,482383,159572,270841,324213,150770,110801,490221,55636,140958,107561,225729,378187,173785,84460
None,300842,194609,52772,11196,389267,125403,402056,281874,337242,119656,451198,432599,441242,147138,216887,243447,60726,167121,466978,54312,125070,77615,219393
None,247539,181461,287098,458400,27833,49708,241587,494066,20830,387485,440713,234974,449171,103157,51978,419737,75294,340537,370626,130558,268928,225678,23537
None,139536,417818,339292,87407,190808,39944,445806,179419,254258,42603,480912,314724,213912,336076,462783,381041,216441,9294,243861,402247,420892,304936,113990
None,75438,67363,45728,174980,335793,156399,248017,300423,18869,395615,438336,306249,126667,413781,92999,40775,126975,39627,418828,446097,237161,318572,455450
None,77749,129559,236974,43029,21047,348121,30823,358098,117026,131648,182896,44811,328191,416095,53310,201057,246419,36061,464897,411188,219440,199514,81699
None,100609,26461,105636,444494,126043,21752,375513,389081,384382,285699,375450,217510,76138,31313,461277,49033,445135,273514,463373,86399,105395,448859,325598
None,130180,14586,67792,454122,224976,117667,183153,491659,420204,422916,298207,371556,326203,218252,37265,297792,310859,274766,436505,202766,369848,301037,276847
None,34710,308597,398304,191052,294175,157627,255615,317921,405802,290392,489676,490482,224985,392629,293718,24913,116956,74961,99042,53957,468706,353158,312093
None,150413,80881,496002,81254,471826,478235,108005,129701,468314,32815,497516,111973,398111,282573,349475,315095,61674,448487,298162,85229,321074,483957,420715
None,136300,344336,421754,230923,190361,281328,404123,416255,253836,493168,210670,459342,172244,312057,233016,210286,445827,201401,21850,171560,443310,418329,445941
None,403887,73344,483077,57710,419775,304384,155940,263082,354477,185344,108640,29433,67558,424677,176962,488933,439493,177903,123237,474397,456934,3622,72702
None,391802,294205,207903,232549,413566,485914,421081,209549,360974,192681,49114,285308,222414,368858,321429,492843,36842,140007,310536,384595,300039,89010,267996
None,300485,12751,135340,133469,70035,232873,419123,191634,13262,263844,337602,341980,21664,207335,303627,62033,136656,105579,418991,407964,448010,230450,241401
None,456359,16929,484560,399118,288988,350539,481243,465698,489020,392033,262679,328472,387920,334997,40492,112406,353495,301079,486551,336087,495446,439005,197133
None,138930,366631,59951,469905,224234,455807,273813,118142,498814,366161,377750,109514,328005,386812,359582,210800,138025,295544,392746,376985,290538,278202,161408
None,27958,295816,360703,434542,318225,359392,101148,135497,82228,491529,395752,464708,266666,402240,212184,394832,57318,226069,206265,84064,334647,183605,266472
None,311857,336369,400000,462626,106035,326487,92017,75768,197802,172942,48212,141988,145615,103238,10568,414274,428656,399007,438764,254711,493596,366479,452234
None,449923,316695,192353,335859,452294,2029,364288,306367,85040,309615,82330,267555,154654,174569,90862,116575,273708,35252,462919,444586,259720,355128,300068
None,392540,391710,433363,114302,344036,169637,117483,347277,96585,475791,468995,401845,294089,414202,72851,117841,43155,301473,465036,371346,283905,211015,315887
None,220356,308038,55958,192876,464937,459555,15481,107018,408401,44107,461745,355120,133217,75741,388195,73467,58751,30909,331172,397466,202155,7632,44989
None,225560,229087,297646,196989,79289,288794,34361,412184,173987,193184,244834,152247,358793,251737,191661,364565,454423,271394,144009,84584,395654,448589,20918
None,94482,483200,130794,57554,98718,255300,278397,339855,372776,112422,490903,233068,309766,60725,494269,65716,301634,433895,131633,239424,11226,314400,99385
None,154646,299559,354833,74454,22028,200147,280568,58756,418302,372862,199032,352386,49936,388128,459346,47520,314963,452675,468130,178207,77059,238343,488811
None,106508,273704,278099,277171,292187,1877,419739,484785,173653,160460,371095,8277,76336,441258,123966,485947,229644,126913,38948,430416,412003,316463,47642
None,370503,396315,114375,344935,302018,328052,164219,457836,130915,208955,350017,42426,220350,381046,497726,229732,152760,217442,104894,334111,74388,239930,103021
None,74801,42829,52483,337789,309161,69181,281747,477746,361802,444209,229367,291859,48998,17445,9367,274650,150498,407848,319588,53705,434163,356017,250088
None,116782,204780,48086,119787,253180,176714,89253,58451,187302,289755,39651,334403,198132,406906,17081,451096,237125,143705,39048,162859,398515,90592,238785
None,191130,432100,265644,458479,374457,441216,354820,459206,417802,479834,452590,416085,378597,410756,57439,94647,263176,211167,139046,457447,15431,170990,346122
None,38358,95001,50452,188253,386865,465052,127940,246563,382158,158446,462627,307535,83923,297570,49720,74520,411954,275192,45398,338393,347787,218744,490142
None,334724,482945,177050,406983,285292,323403,230873,185517,17234,344393,376291,5555,356757,326955,203266,340122,257926,183535,153559,261766,160718,373229,122272
None,282816,489184,376953,398881,173730,1219,471231,65275,374232,341252,256436,336162,248230,465357,322034,91958,231588,459240,4151,359978,462359,447136,310781
None,65277,181275,26104,156314,12028,338256,398850,45308,224400,464001,38895,254902,103511,110562,252728,184699,262032,436358,282206,76671,213150,232772,349713
None,1601,153315,474439,281588,220119,345055,371123,238735,378588,159764,168951,435802,232134,206059,356181,382760,486040,153917,31396,495654,64820,460665,164478
None,97491,479536,491751,189893,39721,92797,320954,373280,82158,342883,271869,417359,368663,410034,353375,351985,104340,427035,51906,205589,190692,388471,228579
None,253495,376398,159873,80254,26457,391809,151990,373392,468173,443105,469623,62290,13928,314558,240318,456423,310481,120057,328073,489407,76355,104041,194523
None,365440,462194,425031,50744,127083,371187,121319,4236,196545,205402,362006,435732,50219,314089,294282,43532,493525,186687,314745,302299,290081,497628,27302
None,210398,61165,155168,357376,289510,403284,449561,565,344969,309692,421390,142525,411847,352412,111165,381534,363560,205612,385129,36212,59319,272125,14707
None,283275,382989,437816,353795,493005,243308,50574,51890,298091,362175,297473,109897,470749,392445,132464,159307,216004,367903,257961,412094,71605,237216,263335
None,214925,486700,358380,333883,303038,421317,376490,331989,426849,110108,102996,266015,176994,352193,388010,132009,335717,350548,386101,72710,147522,367313,190858
None,367484,472758,324532,397433,227760,362254,430251,229481,299869,165345,267415,264500,271828,222358,323392,298877,427585,128537,472427,391673,291274,333405,206007
None,111316,412404,123466,435384,447820,264348,495335,190713,318135,151931,160133,470020,166645,375135,148323,257952,249932,37445,481324,255428,143376,495848,115382
None,210370,353262,109353,138892,341078,183504,121717,89080,36162,145803,16229,73147,192719,315043,314581,224874,459687,271865,169856,99000,262318,218943,433720
None,53444,334488,129633,159469,263240,255067,374697,227764,374738,176622,302794,371419,172278,368630,349366,418423,147224,369077,273679,271459,139512,87848,450358
None,432482,200642,314012,476069,34143,400183,365655,1229,85483,191236,186921,172113,300177,365203,150892,489246,340110,275948,400098,230804,356717,469319,23860
None,164027,415395,232398,4031,441135,285442,272490,378930,160741,17014,149536,232455,95410,367630,377009,266674,495068,489387,322711,472509,132886,437453,362679
None,393141,226729,174602,365561,189124,493117,438969,185843,371522,43095,228811,253428,249957,201998,234871,444667,493615,403638,305769,455858,35566,249624,173631
None,369154,349532,126522,476046,234216,376729,345610,319431,400455,31723,75546,42455,73248,20850,330327,342882,98786,183279,169489,103114,290953,208324,172059
None,407926,45561,217261,474179,410539,216817,370361,253054,363367,413946,130561,119737,184323,82316,268299,87833,270898,367549,106504,70888,156385,240914,23059
None,479751,4817,300180,343277,13128,269055,205520,67342,280928,272658,373597,24327,30239,387133,431013,330648,235194,487481,110087,412806,54809,295551,458698
None,775,276102,305836,436807,293578,284936,428355,109004,162944,249796,189530,407370,168857,385393,122914,352555,492864,207595,402818,32407,281062,185376,251137
None,184941,431006,359669,133207,297300,363654,194678,51065,99671,398313,464425,101800,68961,34228,37486,248879,122936,137690,210103,53498,323921,276058,346708
None,341086,425919,261016,103114,29260,64075,13209,463189,256459,121714,94763,215049,251697,326216,396911,397881,154414,122477,342758,32729,14276,30395,475796
None,365801,170208,365173,54084,331154,214100,144781,150686,425558,389061,361109,391687,344663,435420,497279,334471,74471,85154,153679,405508,69513,141245,441451
None,353461,241136,15405,195078,899,123741,494770,470570,86110,206027,99330,203880,493766,422404,108930,198558,138258,297999,384241,242497,175951,130714,136916
None,342182,364725,455006,302663,91943,330202,328414,306365,313953,332328,465250,376190,358872,40357,169875,280858,238851,83881,468937,316841,271424,65764,220163
None,443921,228851,127377,254615,368586,286247,207566,395100,97524,288506,177703,488147,333180,39572,203348,413398,369770,217465,283880,412357,487121,39310,13176
None,193574,428997,497571,316215,290502,457965,86816,137837,213687,119628,11074,191275,361931,278784,42597,294080,96951,306893,432055,169327,381726,293770,486827
None,490328,58590,50159,112187,341182,496251,115795,457326,232327,211735,379997,450639,126164,70146,174381,461883,395513,189893,286625,346832,336896,103796,470804
